group,dataset_index,unknown_class,predicted_known_index,predicted_known_class,mls_score,threshold
near,8580,tractor,8,ship,-6.323825359344482,-5.903560161590576
near,8257,motorcycle,7,horse,-6.318896770477295,-5.903560161590576
near,288,leopard,6,frog,-6.314266681671143,-5.903560161590576
near,5189,tractor,9,truck,-6.312675952911377,-5.903560161590576
near,652,tractor,9,truck,-6.311681270599365,-5.903560161590576
near,5911,wolf,3,cat,-6.301654815673828,-5.903560161590576
near,7640,motorcycle,1,automobile,-6.2762861251831055,-5.903560161590576
near,4703,fox,3,cat,-6.251944541931152,-5.903560161590576
near,4788,bus,1,automobile,-6.251854419708252,-5.903560161590576
near,7128,camel,7,horse,-6.250845909118652,-5.903560161590576
near,7131,pickup_truck,9,truck,-6.2210187911987305,-5.903560161590576
near,2503,tractor,8,ship,-6.216953754425049,-5.903560161590576
near,790,motorcycle,9,truck,-6.208199977874756,-5.903560161590576
near,4004,fox,5,dog,-6.194884300231934,-5.903560161590576
near,5726,fox,2,bird,-6.193911552429199,-5.903560161590576
near,196,pickup_truck,0,airplane,-6.189213752746582,-5.903560161590576
near,5650,motorcycle,9,truck,-6.182260036468506,-5.903560161590576
near,3219,wolf,5,dog,-6.178507328033447,-5.903560161590576
near,7561,wolf,3,cat,-6.158841133117676,-5.903560161590576
near,7806,motorcycle,9,truck,-6.158271789550781,-5.903560161590576
near,9317,wolf,3,cat,-6.1517653465271,-5.903560161590576
near,8454,leopard,3,cat,-6.139082908630371,-5.903560161590576
near,7590,tractor,9,truck,-6.130044460296631,-5.903560161590576
near,6037,camel,5,dog,-6.127925872802734,-5.903560161590576
near,3748,motorcycle,6,frog,-6.117732048034668,-5.903560161590576
near,1937,wolf,5,dog,-6.097620010375977,-5.903560161590576
near,4468,bus,9,truck,-6.090541362762451,-5.903560161590576
near,6044,camel,2,bird,-6.082889080047607,-5.903560161590576
near,5519,camel,4,deer,-6.080227851867676,-5.903560161590576
near,7772,leopard,4,deer,-6.07503080368042,-5.903560161590576
near,3868,bus,1,automobile,-6.063125133514404,-5.903560161590576
near,9708,tractor,9,truck,-6.049154758453369,-5.903560161590576
near,3567,leopard,5,dog,-6.04811954498291,-5.903560161590576
near,2211,leopard,4,deer,-6.045522689819336,-5.903560161590576
near,7249,motorcycle,1,automobile,-6.042452335357666,-5.903560161590576
near,6954,motorcycle,9,truck,-6.031827449798584,-5.903560161590576
near,313,leopard,6,frog,-6.019996166229248,-5.903560161590576
near,9743,camel,5,dog,-6.019814968109131,-5.903560161590576
near,5249,camel,5,dog,-5.997312545776367,-5.903560161590576
near,7333,camel,7,horse,-5.995284557342529,-5.903560161590576
near,3291,leopard,2,bird,-5.982171058654785,-5.903560161590576
near,5430,motorcycle,1,automobile,-5.979284763336182,-5.903560161590576
near,8026,tractor,0,airplane,-5.976000785827637,-5.903560161590576
near,619,bus,1,automobile,-5.974486827850342,-5.903560161590576
near,1687,camel,7,horse,-5.973794460296631,-5.903560161590576
near,2712,camel,7,horse,-5.968144416809082,-5.903560161590576
near,3663,wolf,3,cat,-5.960819244384766,-5.903560161590576
near,8447,camel,9,truck,-5.956947326660156,-5.903560161590576
near,6293,leopard,2,bird,-5.95276403427124,-5.903560161590576
near,8774,leopard,3,cat,-5.951034069061279,-5.903560161590576
near,5445,tractor,9,truck,-5.949568748474121,-5.903560161590576
near,4049,fox,5,dog,-5.94630241394043,-5.903560161590576
near,5350,motorcycle,9,truck,-5.94102144241333,-5.903560161590576
near,2082,motorcycle,1,automobile,-5.931853771209717,-5.903560161590576
near,2145,camel,7,horse,-5.930007457733154,-5.903560161590576
near,1491,pickup_truck,1,automobile,-5.924469470977783,-5.903560161590576
